Date,Country_JP,Country,Visitors,YoY_Change
2004/03,スペイン,Spain,1619,42.89
2004/03,無国籍・その他,Stateless/Other,79,-11.24
2004/03,スウェーデン,Sweden,1998,22.65
2004/03,スイス,Switzerland,2087,29.15
2004/03,台湾,Taiwan,96606,108.12
2004/03,タイ,Thailand,19227,145.37
2004/03,総数,Total,546662,54.4
2004/03,トルコ,Turkey,826,102.95
2004/03,英国,UK,22758,27.98
2004/03,米国,USA,66743,45.37
2004/03,ベトナム,Vietnam,1836,23.8
2004/04,アフリカ計,Africa Total,1799,28.23
2004/04,アジア計,Asia Total,331371,95.85
2004/04,豪州,Australia,15764,26.92
2004/04,オーストリア,Austria,843,15.64
2004/04,ベルギー,Belgium,1033,32.1
2004/04,ブラジル,Brazil,1219,89.29
2004/04,カナダ,Canada,11918,58.93
2004/04,中国,China,47561,321.64
2004/04,デンマーク,Denmark,967,14.3
2004/04,ヨーロッパ計,Europe Total,61053,31.45
2004/04,フィンランド,Finland,1157,47.39
2004/04,フランス,France,8215,42.57
2004/04,ドイツ,Germany,9401,34.2
2004/04,香港,Hong Kong,21609,93.02
2004/04,インド,India,5879,41.19
2004/04,インドネシア,Indonesia,3728,-25.28
2004/04,アイルランド,Ireland,872,20.78
2004/04,イスラエル,Israel,951,36.44
2004/04,イタリア,Italy,3090,40.33
2004/04,マレーシア,Malaysia,5845,58.62
2004/04,メキシコ,Mexico,1588,259.28
2004/04,オランダ,Netherlands,2596,31.11
2004/04,ニュージーランド,New Zealand,2705,9.87
2004/04,北アメリカ計,North America Total,85307,56.14
2004/04,ノルウェー,Norway,578,-11.62
2004/04,オセアニア計,Oceania Total,18809,23.87
2004/04,フィリピン,Philippines,13858,26.12
2004/04,ポーランド,Poland,661,36.85
2004/04,ポルトガル,Portugal,584,131.75
2004/04,ロシア,Russia,4922,33.93
2004/04,シンガポール,Singapore,7361,158.73
2004/04,南アメリカ計,South America Total,2433,48.9
2004/04,韓国,South Korea,115659,25.62
2004/04,スペイン,Spain,1268,34.32
2004/04,無国籍・その他,Stateless/Other,58,-10.77
2004/04,スウェーデン,Sweden,1872,38.05
2004/04,スイス,Switzerland,1657,35.6
2004/04,台湾,Taiwan,93126,448.35
2004/04,タイ,Thailand,8984,68.18
2004/04,総数,Total,500830,73.56
2004/04,トルコ,Turkey,690,46.81
2004/04,英国,UK,17916,26.19
2004/04,米国,USA,71316,53.76
2004/04,ベトナム,Vietnam,1500,61.64
2004/05,アフリカ計,Africa Total,1551,8.08
2004/05,アジア計,Asia Total,340109,56.58
2004/05,豪州,Australia,15928,10.1
2004/05,オーストリア,Austria,731,5.18
2004/05,ベルギー,Belgium,901,14.49
2004/05,ブラジル,Brazil,989,10.38
2004/05,カナダ,Canada,10517,21.84
2004/05,中国,China,41477,221.15
2004/05,デンマーク,Denmark,828,15.32
2004/05,ヨーロッパ計,Europe Total,51976,14.92
2004/05,フィンランド,Finland,789,13.04
2004/05,フランス,France,6844,18.51
2004/05,ドイツ,Germany,7325,22.99
2004/05,香港,Hong Kong,30460,33.73
2004/05,インド,India,4165,-2.73
2004/05,インドネシア,Indonesia,5164,-27.06
2004/05,アイルランド,Ireland,816,5.84
2004/05,イスラエル,Israel,691,-20.85
2004/05,イタリア,Italy,2886,15.44
2004/05,マレーシア,Malaysia,5254,29.12
2004/05,メキシコ,Mexico,1420,98.88
2004/05,オランダ,Netherlands,1986,10.15
2004/05,ニュージーランド,New Zealand,2707,17.64
2004/05,北アメリカ計,North America Total,90161,30.0
2004/05,ノルウェー,Norway,635,3.42
2004/05,オセアニア計,Oceania Total,18977,10.23
2004/05,フィリピン,Philippines,11240,11.25
2004/05,ポーランド,Poland,443,29.91
2004/05,ポルトガル,Portugal,1782,55.09
2004/05,ロシア,Russia,4519,18.8
2004/05,シンガポール,Singapore,10707,55.24
2004/05,南アメリカ計,South America Total,2147,15.24
2004/05,韓国,South Korea,116269,6.3
2004/05,スペイン,Spain,1217,38.14
2004/05,無国籍・その他,Stateless/Other,82,-33.87
2004/05,スウェーデン,Sweden,1564,16.63
2004/05,スイス,Switzerland,1262,14.1
2004/05,台湾,Taiwan,102367,263.34
2004/05,タイ,Thailand,6284,28.85
2004/05,総数,Total,505003,43.29
2004/05,トルコ,Turkey,551,-3.67
2004/05,英国,UK,14510,8.6
2004/05,米国,USA,77741,30.18
2004/05,ベトナム,Vietnam,1368,13.34
2004/06,アフリカ計,Africa Total,1745,10.44
2004/06,アジア計,Asia Total,430635,20.11
2004/06,豪州,Australia,18402,2.16
2004/06,オーストリア,Austria,986,15.32
2004/06,ベルギー,Belgium,1039,4.21
2004/06,ブラジル,Brazil,1253,23.21
2004/06,カナダ,Canada,13527,13.49
2004/06,中国,China,56512,96.45
2004/06,デンマーク,Denmark,897,7.94
2004/06,ヨーロッパ計,Europe Total,65489,14.09
2004/06,フィンランド,Finland,881,22.36
2004/06,フランス,France,8763,18.68
2004/06,ドイツ,Germany,8414,14.23
2004/06,香港,Hong Kong,34666,10.35
2004/06,インド,India,4548,9.35
2004/06,インドネシア,Indonesia,5166,-21.93
2004/06,アイルランド,Ireland,1041,10.51
2004/06,イスラエル,Israel,930,8.52
2004/06,イタリア,Italy,3705,36.26
2004/06,マレーシア,Malaysia,5001,7.99
2004/06,メキシコ,Mexico,2472,110.38
2004/06,オランダ,Netherlands,2793,22.88
2004/06,ニュージーランド,New Zealand,3298,20.32
2004/06,北アメリカ計,North America Total,87779,17.28
2004/06,ノルウェー,Norway,741,33.03
2004/06,オセアニア計,Oceania Total,21999,4.49
2004/06,フィリピン,Philippines,13448,2.89
2004/06,ポーランド,Poland,491,-2.39
2004/06,ポルトガル,Portugal,1278,6.59
2004/06,ロシア,Russia,6255,27.78
2004/06,シンガポール,Singapore,5555,2.25
2004/06,南アメリカ計,South America Total,2488,16.92
2004/06,韓国,South Korea,160770,-0.31
2004/06,スペイン,Spain,2006,61.64
2004/06,無国籍・その他,Stateless/Other,55,-61.27
2004/06,スウェーデン,Sweden,1460,35.19
2004/06,スイス,Switzerland,1930,20.4
2004/06,台湾,Taiwan,130520,45.07
2004/06,タイ,Thailand,6439,11.65
2004/06,総数,Total,610190,18.32
2004/06,トルコ,Turkey,512,5.13
2004/06,英国,UK,19338,2.98
2004/06,米国,USA,71242,16.3
2004/06,ベトナム,Vietnam,1683,7.54
2004/07,アフリカ計,Africa Total,1644,4.05
2004/07,アジア計,Asia Total,407324,0.96
2004/07,豪州,Australia,15446,3.36
2004/07,オーストリア,Austria,808,14.45
2004/07,ベルギー,Belgium,919,14.88
2004/07,ブラジル,Brazil,1144,17.33
2004/07,カナダ,Canada,12721,0.47
2004/07,中国,China,60316,28.98
2004/07,デンマーク,Denmark,687,-6.91
2004/07,ヨーロッパ計,Europe Total,64326,15.93
2004/07,フィンランド,Finland,762,-4.03
2004/07,フランス,France,8424,19.4
2004/07,ドイツ,Germany,8088,15.51
2004/07,香港,Hong Kong,31172,-6.8
2004/07,インド,India,4521,-1.78
2004/07,インドネシア,Indonesia,4146,-13.84
2004/07,アイルランド,Ireland,1015,16.53
2004/07,イスラエル,Israel,878,11.85
2004/07,イタリア,Italy,3876,23.56
2004/07,マレーシア,Malaysia,4613,-5.53
2004/07,メキシコ,Mexico,1091,19.89
2004/07,オランダ,Netherlands,2532,20.97
2004/07,ニュージーランド,New Zealand,3248,18.58
2004/07,北アメリカ計,North America Total,73314,5.04
2004/07,ノルウェー,Norway,505,0.0
2004/07,オセアニア計,Oceania Total,18904,5.23
2004/07,フィリピン,Philippines,12654,6.53
2004/07,ポーランド,Poland,410,7.05
2004/07,ポルトガル,Portugal,2086,4.4
2004/07,ロシア,Russia,5768,60.45
2004/07,シンガポール,Singapore,4863,2.34
2004/07,南アメリカ計,South America Total,2276,16.06
2004/07,韓国,South Korea,170182,-7.78
2004/07,スペイン,Spain,2130,27.77
2004/07,無国籍・その他,Stateless/Other,81,-47.4
2004/07,スウェーデン,Sweden,1263,15.98
2004/07,スイス,Switzerland,1454,20.26
2004/07,台湾,Taiwan,99924,6.2
2004/07,タイ,Thailand,6319,8.54
2004/07,総数,Total,567869,3.18
2004/07,トルコ,Turkey,526,7.35
2004/07,英国,UK,20523,8.4
2004/07,米国,USA,59012,5.78
2004/07,ベトナム,Vietnam,1779,15.22
2004/08,アフリカ計,Africa Total,2067,-26.2
2004/08,アジア計,Asia Total,323204,4.36
2004/08,豪州,Australia,20966,16.43
2004/08,オーストリア,Austria,1146,35.14
2004/08,ベルギー,Belgium,1013,-1.36
2004/08,ブラジル,Brazil,1193,16.73
2004/08,カナダ,Canada,9985,1.92
2004/08,中国,China,58031,22.68
2004/08,デンマーク,Denmark,886,-8.09
2004/08,ヨーロッパ計,Europe Total,60273,8.44
2004/08,フィンランド,Finland,964,-13.0
2004/08,フランス,France,7686,7.75
2004/08,ドイツ,Germany,8739,5.14
2004/08,香港,Hong Kong,21704,3.12
2004/08,インド,India,4462,10.42
2004/08,インドネシア,Indonesia,4093,-23.89
2004/08,アイルランド,Ireland,1000,13.12
2004/08,イスラエル,Israel,989,1.33
2004/08,イタリア,Italy,3552,17.65
2004/08,マレーシア,Malaysia,5178,-21.97
2004/08,メキシコ,Mexico,1433,29.92
2004/08,オランダ,Netherlands,2494,8.48
2004/08,ニュージーランド,New Zealand,3705,4.9
2004/08,北アメリカ計,North America Total,68467,4.85
2004/08,ノルウェー,Norway,702,4.62
2004/08,オセアニア計,Oceania Total,24937,14.16
2004/08,フィリピン,Philippines,12264,1.57
2004/08,ポーランド,Poland,702,15.27
2004/08,ポルトガル,Portugal,580,-8.37
2004/08,ロシア,Russia,5420,37.95
2004/08,シンガポール,Singapore,5538,-25.12
2004/08,南アメリカ計,South America Total,2559,16.32
2004/08,韓国,South Korea,113083,4.25
2004/08,スペイン,Spain,1940,23.57
2004/08,無国籍・その他,Stateless/Other,63,-55.63
2004/08,スウェーデン,Sweden,1698,10.98
2004/08,スイス,Switzerland,1850,13.78
2004/08,台湾,Taiwan,82413,1.64
2004/08,タイ,Thailand,7665,7.73
2004/08,総数,Total,481570,5.24
2004/08,トルコ,Turkey,515,-42.39
2004/08,英国,UK,16362,6.95
2004/08,米国,USA,56466,4.65
2004/08,ベトナム,Vietnam,1861,-4.86
2004/09,アフリカ計,Africa Total,1971,14.86
2004/09,アジア計,Asia Total,353095,-0.36
2004/09,豪州,Australia,16515,15.76
2004/09,オーストリア,Austria,1384,15.91
2004/09,ベルギー,Belgium,1374,4.89
2004/09,ブラジル,Brazil,1479,3.28
2004/09,カナダ,Canada,13060,13.29
2004/09,中国,China,56111,10.01
2004/09,デンマーク,Denmark,1238,-1.82
2004/09,ヨーロッパ計,Europe Total,74951,5.32
2004/09,フィンランド,Finland,1407,6.11
2004/09,フランス,France,10216,13.97
2004/09,ドイツ,Germany,11631,-0.27
2004/09,香港,Hong Kong,23446,26.56
2004/09,インド,India,4823,14.26
2004/09,インドネシア,Indonesia,4044,-27.08
2004/09,アイルランド,Ireland,1076,0.09
2004/09,イスラエル,Israel,1102,-7.08
2004/09,イタリア,Italy,4200,-4.98
2004/09,マレーシア,Malaysia,6097,-15.52
2004/09,メキシコ,Mexico,1850,23.91
2004/09,オランダ,Netherlands,3337,12.02
2004/09,ニュージーランド,New Zealand,2790,3.64
2004/09,北アメリカ計,North America Total,86650,8.01
2004/09,ノルウェー,Norway,852,4.16
2004/09,オセアニア計,Oceania Total,19577,13.52
2004/09,フィリピン,Philippines,13168,2.55
2004/09,ポーランド,Poland,664,-13.43
2004/09,ポルトガル,Portugal,868,24.36
2004/09,ロシア,Russia,4804,2.69
2004/09,シンガポール,Singapore,6455,-19.67
2004/09,南アメリカ計,South America Total,3046,1.03
2004/09,韓国,South Korea,122877,-3.53
2004/09,スペイン,Spain,2228,12.58
2004/09,無国籍・その他,Stateless/Other,63,-55.94
2004/09,スウェーデン,Sweden,2659,11.4
2004/09,スイス,Switzerland,2491,14.95
2004/09,台湾,Taiwan,94104,-3.81
2004/09,タイ,Thailand,12457,-1.46
2004/09,総数,Total,539353,2.18
2004/09,トルコ,Turkey,648,-3.71
2004/09,英国,UK,19876,3.04
2004/09,米国,USA,71190,7.03
2004/09,ベトナム,Vietnam,2039,16.05
2004/10,アフリカ計,Africa Total,1688,12.16
2004/10,アジア計,Asia Total,328016,10.22
2004/10,豪州,Australia,13608,12.28
2004/10,オーストリア,Austria,1172,20.58
2004/10,ベルギー,Belgium,1236,16.38
2004/10,ブラジル,Brazil,863,-5.68
2004/10,カナダ,Canada,10864,4.78
2004/10,中国,China,47522,10.7
2004/10,デンマーク,Denmark,1191,14.19
2004/10,ヨーロッパ計,Europe Total,64103,6.6
2004/10,フィンランド,Finland,1236,27.95
2004/10,フランス,France,8638,9.59
2004/10,ドイツ,Germany,10128,10.22
2004/10,香港,Hong Kong,19173,17.87
2004/10,インド,India,4411,5.7
2004/10,インドネシア,Indonesia,7483,-9.36
2004/10,アイルランド,Ireland,986,-7.94
2004/10,イスラエル,Israel,1073,0.09
2004/10,イタリア,Italy,3553,-7.33
2004/10,マレーシア,Malaysia,7849,15.0
2004/10,メキシコ,Mexico,1113,0.54
2004/10,オランダ,Netherlands,2772,20.52
2004/10,ニュージーランド,New Zealand,2494,14.77
2004/10,北アメリカ計,North America Total,74229,8.25
2004/10,ノルウェー,Norway,773,21.16
2004/10,オセアニア計,Oceania Total,16296,12.46
2004/10,フィリピン,Philippines,12828,12.79
2004/10,ポーランド,Poland,644,19.7
2004/10,ポルトガル,Portugal,617,6.38
2004/10,ロシア,Russia,4919,1.84
2004/10,シンガポール,Singapore,11157,15.71
2004/10,南アメリカ計,South America Total,2017,-1.61
2004/10,韓国,South Korea,128369,13.63
2004/10,スペイン,Spain,1508,15.82
2004/10,無国籍・その他,Stateless/Other,54,-34.94
2004/10,スウェーデン,Sweden,2037,1.7
2004/10,スイス,Switzerland,1766,22.55
2004/10,台湾,Taiwan,74876,4.64
2004/10,タイ,Thailand,6912,5.9
2004/10,総数,Total,486403,9.44
2004/10,トルコ,Turkey,525,-2.96
2004/10,英国,UK,17018,0.96
2004/10,米国,USA,61772,9.0
2004/10,ベトナム,Vietnam,1677,1.33
2004/11,アフリカ計,Africa Total,1334,32.21
2004/11,アジア計,Asia Total,310848,9.99
2004/11,豪州,Australia,18226,11.17
2004/11,オーストリア,Austria,739,20.16
2004/11,ベルギー,Belgium,785,4.39
2004/11,ブラジル,Brazil,1084,4.33
2004/11,カナダ,Canada,12623,6.33
2004/11,中国,China,38776,18.41
2004/11,デンマーク,Denmark,647,-8.49
2004/11,ヨーロッパ計,Europe Total,50052,6.95
2004/11,フィンランド,Finland,815,1.62
2004/11,フランス,France,6748,4.54
2004/11,ドイツ,Germany,6682,12.55
2004/11,香港,Hong Kong,27921,4.63
2004/11,インド,India,3761,8.39
2004/11,インドネシア,Indonesia,6375,-11.58
2004/11,アイルランド,Ireland,829,17.92
2004/11,イスラエル,Israel,753,4.44
2004/11,イタリア,Italy,2612,-24.73
2004/11,マレーシア,Malaysia,7720,2.66
2004/11,メキシコ,Mexico,1082,10.18
2004/11,オランダ,Netherlands,1986,10.33
2004/11,ニュージーランド,New Zealand,2735,8.23
2004/11,北アメリカ計,North America Total,69643,6.12
2004/11,ノルウェー,Norway,483,-7.65
2004/11,オセアニア計,Oceania Total,21103,10.18
2004/11,フィリピン,Philippines,13429,11.64
2004/11,ポーランド,Poland,384,36.65
2004/11,ポルトガル,Portugal,1080,33.5
2004/11,ロシア,Russia,4166,29.34
2004/11,シンガポール,Singapore,13060,-1.95
2004/11,南アメリカ計,South America Total,2358,-24.47
2004/11,韓国,South Korea,120817,13.24
2004/11,スペイン,Spain,1203,28.25
2004/11,無国籍・その他,Stateless/Other,56,-30.86
2004/11,スウェーデン,Sweden,1436,-11.79
2004/11,スイス,Switzerland,1436,12.8
2004/11,台湾,Taiwan,65227,8.99
2004/11,タイ,Thailand,7472,9.05
2004/11,総数,Total,455394,8.84
2004/11,トルコ,Turkey,423,4.19
2004/11,英国,UK,15105,5.67
2004/11,米国,USA,55635,6.07
2004/11,ベトナム,Vietnam,1148,1.95
2005/01,アフリカ計,Africa Total,1534,19.01
2005/01,アジア計,Asia Total,375692,28.53
2005/01,豪州,Australia,15031,41.67
2005/01,オーストリア,Austria,975,18.61
2005/01,ベルギー,Belgium,911,10.16
2005/01,ブラジル,Brazil,905,24.48
2005/01,カナダ,Canada,11777,32.82
2005/01,中国,China,51101,34.81
2005/01,デンマーク,Denmark,755,-10.44
2005/01,ヨーロッパ計,Europe Total,56645,8.9
2005/01,フィンランド,Finland,1016,10.31
2005/01,フランス,France,8041,19.32
2005/01,ドイツ,Germany,7985,-6.43
2005/01,香港,Hong Kong,37818,215.15
2005/01,インド,India,4096,10.26
2005/01,インドネシア,Indonesia,2505,-21.35
2005/01,アイルランド,Ireland,953,20.03
2005/01,イスラエル,Israel,804,-21.18
2005/01,イタリア,Italy,2560,-5.11
2005/01,マレーシア,Malaysia,5351,33.88
2005/01,メキシコ,Mexico,835,-3.36
2005/01,オランダ,Netherlands,2219,18.03
2005/01,ニュージーランド,New Zealand,2151,11.39
2005/01,北アメリカ計,North America Total,66199,15.07
2005/01,ノルウェー,Norway,679,6.76
2005/01,オセアニア計,Oceania Total,17423,36.92
2005/01,フィリピン,Philippines,10284,-6.19
2005/01,ポーランド,Poland,464,18.37
2005/01,ポルトガル,Portugal,830,66.67
2005/01,ロシア,Russia,4177,11.51
2005/01,シンガポール,Singapore,6840,70.28
2005/01,南アメリカ計,South America Total,1872,17.07
2005/01,韓国,South Korea,148946,4.36
2005/01,スペイン,Spain,1319,18.4
2005/01,無国籍・その他,Stateless/Other,95,50.79
2005/01,スウェーデン,Sweden,1544,1.98
2005/01,スイス,Switzerland,1469,4.33
2005/01,台湾,Taiwan,96399,56.24
2005/01,タイ,Thailand,6245,17.23
2005/01,総数,Total,519460,24.42
2005/01,トルコ,Turkey,358,-29.67
2005/01,英国,UK,17644,10.97
2005/01,米国,USA,53128,11.93
2005/01,ベトナム,Vietnam,1188,-10.74
2005/02,アフリカ計,Africa Total,2230,39.99
2005/02,アジア計,Asia Total,359276,11.05
2005/02,豪州,Australia,16646,19.57
2005/02,オーストリア,Austria,1190,15.53
2005/02,ベルギー,Belgium,1578,50.57
2005/02,ブラジル,Brazil,1300,30.13
2005/02,カナダ,Canada,14637,19.49
2005/02,中国,China,50649,-8.53
2005/02,デンマーク,Denmark,1093,9.3
2005/02,ヨーロッパ計,Europe Total,75270,21.41
2005/02,フィンランド,Finland,1277,14.63
2005/02,フランス,France,9750,22.2
2005/02,ドイツ,Germany,12150,12.51
2005/02,香港,Hong Kong,27248,62.35
2005/02,インド,India,4529,10.11
2005/02,インドネシア,Indonesia,4699,35.34
2005/02,アイルランド,Ireland,1396,41.15
2005/02,イスラエル,Israel,1061,21.4
2005/02,イタリア,Italy,3862,17.78
2005/02,マレーシア,Malaysia,8345,9.06
2005/02,メキシコ,Mexico,2147,54.35
2005/02,オランダ,Netherlands,2595,8.22
2005/02,ニュージーランド,New Zealand,2806,8.26
2005/02,北アメリカ計,North America Total,98263,18.69
2005/02,ノルウェー,Norway,887,8.83
2005/02,オセアニア計,Oceania Total,19732,18.19
2005/02,フィリピン,Philippines,13022,-1.05
2005/02,ポーランド,Poland,633,37.31
2005/02,ポルトガル,Portugal,846,52.98
2005/02,ロシア,Russia,5543,16.08
2005/02,シンガポール,Singapore,7974,13.93
2005/02,南アメリカ計,South America Total,2769,31.29
2005/02,韓国,South Korea,130963,16.4
2005/02,スペイン,Spain,2162,56.78
2005/02,無国籍・その他,Stateless/Other,100,47.06
